id,dictionary,reading,meanings,partOfSpeech,verbType,adjectiveType,jlptLevel,frequency
3067,"終える","おえる","[""to finish; to get through with; to complete; to bring (something) to an end; その仕事をもう終えましたか。; Are you through with the work?""]","verb","ichidan","","N2",1
3068,"終始","しゅうし","[""beginning and end; 前の会社では何でも屋に終始したので今度は専門職に就きたい。; I wore several hats at my last office so I'd like to specialize this time.""]","noun","","","N1",1
3069,"終点","しゅうてん","[""terminus; last stop (e.g. train); この線の終点はどこですか。; Where is the end of this line?""]","noun","","","N2",1
3070,"終日","しゅうじつ","[""all day; for a whole day; １月１４日（火曜日）のＤＴＡ終日技術会議には、１８社、３２人が出席しました。; The all-day DTA Technical meeting on Tuesday Jan 14 was attended by 32 people from 18 DTA firms.""]","noun","","","N1",1
3071,"終了","しゅうりょう","[""end; close; conclusion; termination; antonym: ; 開始;  start; commencement; beginning; initiation; トムは勤務終了時間を超えて働くと、５割アップの時給をもらっていた。; Tom got time and a half when he worked beyond his usual quitting time.""]","noun","suru","","N1",1
3072,"習う","ならう","[""to take lessons in; to be taught; to learn (from a teacher); to study (under a teacher); to get training in; 車の運転を習っています。; I've been learning to drive.""]","verb","godan","","N5",1
3073,"習慣","しゅうかん","[""habit; 彼はたばこを吸う習慣をやめた。; He got out of the habit of smoking.""]","noun","","","",1
3074,"習字","しゅうじ","[""penmanship; calligraphy""]","noun","","","N2",1
3075,"臭い","くさい","[""stinking; smelly; 「汗でびしょ濡れだよ」「離れてっ。臭いわっ！」; \""I'm soaked with sweat.\"" \""Step back. You stink!\""""]","adjective","","i_adjective","N2",1
3076,"衆","しゅう","[""great numbers (of people); numerical superiority; masses; antonym: ; 寡; （; か; ）;  1. minority; small numbers""]","noun","","","N1",1
3077,"衆議院","しゅうぎいん","[""House of Representatives (lower house of the National Diet of Japan); see: ; 参議院;  House of Councillors (upper house of the National Diet of Japan); 衆議院の少数派の議席は、急速にむしばまれてきています。; The number of minority seats in the Lower House is rapidly eroding.""]","noun","","","N1",1
3078,"襲う","おそう","[""to attack; to assail; to make an assault; to strike; to hunt down; 奇妙な病気が町を襲った。; A curious disease struck the town.""]","verb","godan","","N1",1
3079,"襲撃","しゅうげき","[""(surprise) attack; assault; raid; charge; 彼はそこで反徒の襲撃を受けた。; He was attacked there by the rebels.""]","noun","suru","","N1",1
3080,"蹴る","ける","[""to kick; orig. ichidan verb; けってドアを開けるな。; Don't kick the door open.""]","verb","godan","","N3",1
3081,"蹴飛ばす","けとばす","[""to kick (hard); to send flying with a kick; to kick away; ごめん！蹴飛ばすつもりじゃなかったんだ。; I'm so sorry. I didn't mean to kick you.""]","verb","godan","","N1",1
3082,"週","しゅう","[""week; それはその前の週に買ったものでした。; I had bought it the week before.""]","noun","","","N2",1
3083,"集まる","あつまる","[""to gather; to collect; to assemble; 私達は先生の前に集まった。; We gathered around the teacher.""]","verb","godan","","",1
3084,"集める","あつめる","[""to collect; to assemble; to gather; 趣味は切手を集めることです。; My hobby is collecting stamps.""]","verb","ichidan","","",1
3085,"集会","しゅうかい","[""meeting; assembly; gathering; congregation; convention; rally; 集会は７時に解散した。; The meeting broke up at seven.""]","noun","suru","","N2",1
3086,"集金","しゅうきん","[""money collection""]","noun","suru","","N2",1
3087,"集計","しゅうけい","[""totalization; totalisation; aggregation; tally (e.g. of votes); adding up; summing up; 当社はアンケート入力、アンケート集計のお手伝いをする少数精鋭のベンチャーです。; Our company is a small but elect venture business that assists in entry and totalling of questionnaires.""]","noun","suru","","N1",1
3088,"集合","しゅうごう","[""meeting up; gathering; assembly; 隊長は部下に直ちに集合するように命令した。; The captain ordered his men to gather at once.""]","noun","suru","","N2",1
3089,"集団","しゅうだん","[""group; mass; 君はいまやエリート集団の一員だ。; You are now among the elite.""]","noun","","","N2",1
3090,"集中","しゅうちゅう","[""concentration (on a task); focusing one's attention; 私は読書に集中していた。; I was concentrating on reading.""]","noun","suru","","N2",1
3091,"醜い","みにくい","[""ugly; unattractive; bad-looking; 「美しい」とか「醜い」といった言葉は相対的な用語である。; The words 'beautiful' and 'ugly' are relative terms.""]","adjective","","i_adjective","N2",1
3092,"住","じゅう","[""dwelling; living""]","noun","","","N1",1
3093,"住む","すむ","[""to live (of humans); to reside; to inhabit; to dwell; to abide; see: ; 棲む;  to live (of animals); to inhabit; to nest; あなたはどのくらいの間、神戸に住んでいますか。; How long have you lived in Kobe?""]","verb","godan","","N3",1
3094,"住所","じゅうしょ","[""address (of a home, business, etc.); residence; domicile; あなたの名前と住所を記入しなさい。; Fill in your name and address.""]","noun","","","",1
3095,"住宅","じゅうたく","[""residence; housing; residential building; どちらかといえば木造住宅に住みたい。; I'd rather live in a wooden house.""]","noun","","","N2",1
3096,"住民","じゅうみん","[""inhabitant; resident; citizen; population; ウェストハンプトン州住民によって、議会の構成員として選出されるのです。; We're chosen by the people of Westhamptonshire County to be members of the council.""]","noun","","","N2",1
3097,"充実","じゅうじつ","[""fullness; completeness; perfection; substantiality; ここ品物は高いけど、その分アフターサービスが充実してるから。; Prices are high here but that's because the after-sale service is really good.""]","noun","suru","","N1",1
3098,"十字路","じゅうじろ","[""crossroads; intersection; その事故はある十字路で起こった。; The accident happened at a crossroads.""]","noun","","","N1",1
3099,"十日","とおか","[""10th day of the month; ３月１０日までに予約を再確認して下さい。; Please reconfirm the reservation by March 10.""]","noun","","","N5",1
3100,"十分","じゅうぶん","[""enough; sufficient; plenty; adequate; satisfactory; 私はこの本を買うのに十分なお金を持っている。; I have enough money to buy this book.""]","noun","","na_adjective","",1
3101,"従う","したがう","[""to obey (an order, law, etc.); to abide by (a rule, custom, etc.); to follow; to observe; to conform to; to yield to; 善良な市民は法律に従う。; A good citizen obeys the laws.""]","verb","godan","","N2",1
3102,"従業員","じゅうぎょういん","[""employee; worker; 従業員たちは超過勤務をするのに異議を唱えた。; The employees demurred at working overtime.""]","noun","","","N1",1
3103,"従兄弟","いとこ","[""cousin (male); see: ; 従姉妹;  cousin (female); 私には弁護士のいとこがいる。; I have a cousin who is a lawyer.""]","noun","","","N2",1
3104,"従姉妹","いとこ","[""cousin (female); see: ; 従兄弟;  cousin (male); 彼の従姉妹は、名前は忘れたが、看護婦だった。; His cousin, whose name I forget, was a nurse.""]","noun","","","N2",1
3105,"従事","じゅうじ","[""engaging in (work); pursuing (e.g. studies); following (a profession); being involved in; 私はエイズの研究に従事している。; I am engaged in AIDS research.""]","noun","suru","","N1",1
3106,"従来","じゅうらい","[""up to now; so far""]","noun","","","N1",1
3107,"柔道","じゅうどう","[""judo; 柔道では力より技のほうが大切である。; In judo, technique is more important than strength.""]","noun","","","",1
3108,"柔軟","じゅうなん","[""flexible; lithe; soft; pliable; 考え方は柔軟でなければならない。; You must be flexible in your thinking.""]","noun","","na_adjective","N1",1
3109,"汁","しる","[""juice; sap; 彼女は御茶にレモンの汁をたらした。; She dropped lemon juice into her tea.""]","noun","","","N2",1
3110,"渋滞","じゅうたい","[""(traffic) congestion; traffic jam; gridlock; 渋滞で遅れました。; I was delayed by a traffic jam.""]","noun","suru","","N2",1
3111,"獣","けもの; けだもの","[""beast; brute; animal; 世界で、鹿やムースやキジといった野性獣を狩ることは違法とする国が多い。; In many parts of the world it is illegal to shoot wild game such as deer, moose or pheasant.""]","noun","","","N1",1
